guest_id,doc_text
7925303,"Château La Bijourie – Private Room #2 Room in Cour-Cheverny, France A rooftop bedroom with a double bed 160 x 200 and a single bed on the living room side.<br />A private shower room with walk-in shower and toilet . <br />NOTE: the shower room is IN FRONT of the bedroom and not inside.<br />there are two staircases to climb to the bedroom.<br />Simple breakfast on request at the price of 7€ per person.<br /><br />We live on the property. <br /><br />Please respect the tranquility of the premises after 10 p.m.<br /><br /><b>The space</b><br />Small castle with park and pond to relax after your visits to castles, zoos and vineyards.<br /><br />We live on site.<br /><br />In the morning, we offer a simple breakfast including a hot drink, bread and jam and fruit juice for €7.<br /><br />In the evenings, we offer small catering by reservation:<br />- Cheese trays and charcuterie<br />- Loire wines<br />Price: 40 euros for 2 people<br /><br />Children's play <br />area Outdoor dining area<br /><br /><b>Other things to note</b><br />Respect calm in the evenings, we share a family and friendly space.<br />Morning and evening catering is extra and to be paid on arrival. Neighborhood highlights: You have to tap on the GPS: Chateau de la bijourie or chateau la bijourie, preferably on Waze to access directly in our tree-lined driveway located between the way to the catfly and the way to the mound. | Getting around: Car or bicycle Checking in and out: Check-in after 3:00 PM, Checkout before 12:00 PM | During your stay: 3 guests maximum, Pets allowed, No parties or events, No smoking"
8113869,"The Balcony of Ingres Entire rental unit in Montauban, France Take in the special details of this romantic place.<br /><br /><b>The space</b><br />1 bedroom apartment, kitchen, living room<br /><br /><b>Guest access</b><br />4th floor with elevator. Easy to access accommodation  Checking in and out: Check-in: 4:00 PM - 7:00 PM, Checkout before 11:00 AM | During your stay: 2 guests maximum, No pets, No parties or events, No commercial photography, No smoking | Before you leave: Throw trash away, Return keys 100 m from beach | spacious | 2 rooms | air conditioning | balcony Entire rental unit in Collioure, France Air-conditioned and with its super central location and elegant modernity, this apartment is the perfect destination. American kitchen, fully equipped, up to the washing machine and dishwasher,<br />Bedroom, spacious living room with kitchenette, small village balcony, bathroom with wc, ample storage,<br /><br />In the heart of the village, close to beaches, shops, restaurants<br /><br /><b>The space</b><br />bedroom, living room sofa bed and American kitchen: oven, Nespresso coffee maker, microwave, kettle, induction hob, fridge, washing machine and dishwasher<br />bathroom with wc, small balcony with a fold-down tablet for your breakfasts or aperitifs with views of the pedestrian street and shops.<br />Dressing room for your suitcases and clothes<br />Two sofa beds in the living room that can accommodate one person each (sleeps in 120)<br /><br />PLEASE NOTE: linens are not provided. Towels and sponges provided. Possibility to book a bed linen+towels (20€ for 2). Request to be made at the time of booking<br /><br /><b>Guest access</b><br />Walking access to home:<br />- from the station 8 minutes<br />- from the paid car parks of the city center 5 minutes<br />- from bus stop 5 minutes<br />Access possible by car in the morning before 8 a.m. during the week. The rest of the time, the street is pedestrianized. <br />Bright second floor apartment of a fisherman's house. The stairs are a little steep like all the houses in the historic center of the fishing village. <br /><br />Beach: 100m<br />Shops: in the street and adjacent streets (restaurants, bars, glaciers, decoration, souvenirs, cellars, art galleries, clothing and accessories, ...<br />Bakery, butcher shop, bank: 50 m<br />La Poste: 3 minutes<br />Small supermarket within the same perimeter<br /><br /><b>Other things to note</b><br />PLEASE NOTE: linen and towels are not provided. Towels and sponges provided.<br /><br />The accommodation could be suitable for 4 people but we recommend it for 3 adults or 2 adults and 1 child: you will be more comfortable.<br />Possibility of renting the sheets+towels (€20 for 2), to be requested at the time of booking<br />The accommodation is suitable for babies or young children, but does not have children's equipment such as baby bed, high chair, plastic dishes, outlet covers, table corner protection... Please take this into account. Neighborhood highlights: On a small pedestrianized street in the center of the village, in the heart of tourist activity, shops, restaurants, cellars, artists' workshops, food and non-universal shops, a 100m walk to the Boramar beach. <br />Walk the scenery of the paintings of Matisse, Dufy, and the great masters of Fauvism.<br />Rediscover the charm of car-free streets in front of your door.<br />Car traffic is prohibited on the street (except in the early morning, on weekdays) and throughout the historic district. | Getting around: Forget about the car, and do everything on foot: the beach, shops, main monuments or attractions, Wednesday and Sunday market.<br />Sip Collioure wines or share a Catalan sangria without fear of driving home<br />No desire to cook? You are in the heart of Collioure and of all its finery!<br /><br />Paid parking in the city center is less than 5 minutes walk. Other car parks, more off-center, are served by shuttles. Checking in and out: Check-in after 3:00 PM, Checkout before 11:00 AM, Self check-in with lockbox | During your stay: 4 guests maximum, Pets allowed, No parties or events, Commercial photography allowed, No smoking | Before you leave: Throw trash away, Turn things off, Return keys Düsseldorf-Hilden, single room, south balcony, quiet Room in Hilden, Germany Single room with approx. 14 m², south side with balcony,<br />Built-in wardrobe, side table, desk, TV and fridge.<br />Bed with new mattress 90 x 200 cm,<br />Bathroom with double sink and bath amenities.<br /><br />If the double room is also occupied, the guest will need to share the bathroom with the other guests.<br /> (only in exceptional cases, as a rule the 2nd room is blocked by us when booking)<br /><br />The kitchen on the ground floor CANNOT <br />be used.<br /><br /><b>The space</b><br />The single room with about 16 m² on the 2nd floor, south side with balcony has an integrated refrigerator. <br />The bed with a comfortable height and measuring 90 x 200 cm has a new mattress.<br />The private bathroom has a double vanity. The shower is generously sized with a 90 x 90 cm floor area. <br /><br />NO kitchen use possible. <br /><br />Several breakfast and shopping options as well as restaurants are within 500 meters.<br /><br />Bus and S-Bahn take you to Düsseldorf and Cologne in 25 to 45 minutes.<br /><br /><b>Guest access</b><br />The room, hallway with wardrobe, staircase, bathroom, balcony with seating is accessible to the guest. <br />If we are not there at check-in time, there is the key safe on the left side of the house behind the first green flap in front of the garbage cans. (illuminated)<br />The code is entered on the keypad and after the beep the flap can be opened. Then share the current code in the chat.<br /><br /><b>During your stay</b><br />I am reachable by cell phone and usually until 8:30 AM in the house. During the day I always come <br />back to the house at intervals<br /><br /><b>Other things to note</b><br />For sports enthusiasts, Hilden offers the indoor climbing gym completed in January 2017 in addition to the indoor water park Hildorado. (URL HIDDEN). Two large sports parks (SPORTMÜHLE, SPORTPARK) have fitness areas as well as badminton and tennis courts, saunas. VABALI am Elbsee, which can be reached in 10 minutes on foot, offers wellness in the 5-star range. From here, walks around the 4 lakes can be taken in extensive forest areas. In addition to beach bathing (including a comfortable nudist area), Lake Unterbach offers sailing, pedal boating, stand-up paddling, diving, beach volleyball and beach soccer fields.<br />Mountain bikers will find the best trails in the Neander Valley, which can be reached in 15 minutes, reaching into the Bergisches Land. The Neanderthal Museum houses an exhibition of the prehistoric primeval human and his history as well as changing themes. Due to the first finds in a quarry near Erkrath around 1856, the term Neanderthal became known worldwide. Hilden, Nordrhein-Westfalen, Germany: We have known our neighbors for a long time and quite well and have informed them about our AIRBNB activities. Occasional garden parties may be noticed on weekends. | Getting around: Detailed descriptions of local transport connections are available. The bus stop is 2 minutes from the house for the line to Düsseldorf. Düsseldorf city center can be reached in 30 minutes. In addition, it takes half an hour to get to the fair. The S-Bahn station Hilden-Mitte can be reached from our house with line 03 in 10 minutes. From here, take the S-Bahn to the ""Oberbilk"" station. HERE either change in the direction of Cologne or continue to Düsseldorf Central Station. From the S-Bahn station ""Benrath"" you can reach Cologne Cathedral in 20 minutes by train. 10 minutes before you are at the fair in Deutz. It takes an hour and 10 minutes to get to the Düsseldorf trade fair by bus and train, and by taxi it is a fixed price of about 50 euros. Checking in and out: Check-in after 3:00 PM, Checkout before 10:00 AM, Self check-in with lockbox | During your stay: 1 guest maximum, No pets, No parties or events, No smoking Puerto de la Cruz detail Entire vacation home in Puerto de la Cruz, Spain Enjoy a luxury experience at this centrally-located home.<br /><br /><b>The space</b><br />Lovely apartment with many spaces to discover full of details that will surprise you.<br /><br /><b>Guest access</b><br />Inside the property, there is an indoor solarium where you can use the washing machine, dryer and iron.<br /><br /><b>Other things to note</b><br />▪️Check-in after 8:00 PM has an additional cost. <br />-Free from 3:00 pm to 8:00 pm <br />- After 9:00 pm, there is an additional cost. This must be paid prior to check-in.<br /><br /><b>Registration Details</b><br />VV-38-4-0112791  Checking in and out: Check-in: 3:00 PM - 5:00 PM, Checkout before 11:00 AM | During your stay: 6 guests maximum, No pets, No parties or events, No smoking | Before you leave: Throw trash away"
8154806,"B&B Calypso Amsterdam Room in Amsterdam-Zuidoost, Netherlands Welcome to B&B Calypso Amsterdam! Nestled in the green neighborhood near the Amsterdam ArenA, this cozy apartment with two private rooms offers the perfect getaway for small groups or families looking to explore Amsterdam. With comfortable bunk beds, Calypso is designed for comfort and convenience. Enjoy easy access to local attractions and the vibrant city life with the peace of returning to a quiet, residential area. Plus, visit my hotdog car for a tasty discount on your meals!<br /><br /><b>The space</b><br />B&B Calypso features two cozy furnished bedrooms, accommodating up to four guests in compliance with local regulations. Bedroom 1 includes two bunk beds, ideal for four persons, while bedroom 2 offers a single bunk bed, perfect when privacy is preferred and the group wants to separate. The apartment has a shared kitchen, bathroom, and a charming balcony for a morning coffee or evening relaxation.<br /><br /><b>Guest access</b><br />Guests have full access to the two rental rooms, including the kitchen for cooking meals, the bathroom, and the balcony. The kitchen is stocked with all the essentials, and the shared spaces are designed for comfort and functionality. Enjoy the privacy and convenience of home with all the necessities provided.<br /><br /><b>During your stay</b><br />As your host, I value your privacy and personal space. I reside in the apartment to ensure compliance with local regulations and maintain harmony with our neighbors. I work during the day at my hotdog car and come back late in the evening, so you won't notice me. If you need me for anything you can always shoot me a message. I am available to assist you with anything you might need and to ensure your stay is pleasant and comfortable.<br /><br /><b>Other things to note</b><br />Please be mindful of creating noise, as we like to keep the peace with our neighbors. Our cancellation policy is strict due to the small scale of our operation, which means last-minute cancellations can be challenging for us. Consider securing travel insurance to protect against unforeseen changes to your travel plans. Remember, Airbnb hosts like us provide a unique and personal alternative to large hotel chains, offering a more intimate and authentic Amsterdam experience.<br /><br /><b>Registration Details</b><br />0363 C7EC ACA6 9FE7 6EE5 Amsterdam-Zuidoost, North Holland, Netherlands: Excellent location if you want to go to a football match or a concert. Close to the Arena, Ziggo dome and Afas live. | Getting around: There is a metro station named ''Strandvliet'' 5 minutes away of the appartment. You can get to the center of Amsterdam by metro 54 to central station. This will take about 10 minutes. Checking in and out: Check-in: 1:00 PM - 11:00 PM, Checkout before 12:00 PM | During your stay: 4 guests maximum, No pets, No parties or events, No smoking | Before you leave: Gather used towels, Throw trash away, Turn things off, Return keys, Lock up chambre Rose Private room in bed and breakfast in Fes, Morocco located on the second floor. Well ventilated with two windows, equipped with a private shower with hot water/**heating and air conditioning are extra** /<br />the location is very quiet which helps for incomparable rest even if the house is a stone's throw from the Blue Gate of Fez <br />NB. Breakfast is charged Fes, جهة فاس مكناس, Morocco: the neighborhood is well guarded by guards with dogs and surveillance cameras. Nearby customers have everything they need*restaurants. cafes. souks. walking distance. exchange office. grocery stores and all other banking services | Getting around: Very easy access. Two minutes from the Porte Bleue. Parking is nearby. Checking in and out: Check-in after 1:00 PM, Checkout before 12:00 PM | During your stay: 2 guests maximum, No pets, Quiet hours"
8689948,"Las Rocks Golf and Sea Entire rental unit in Caleta de Fuste, Spain The apartment has 2 bathrooms 2 bedrooms 1 living room, 1 kitchen and 2 large terraces where you can eat and sunbathe. The size of the house is 85 square meters inside and 120 square meters of terraces.<br />It also includes the use of condominium pools, equipped with sun loungers and umbrellas.<br /><br /><b>The space</b><br />Beautiful 360-degree view, the apartment enjoys sun exposure all day long..<br /><br /><b>Guest access</b><br />You can use all the interior spaces of the apartment and also the two large terraces, one of which is located on the roof and equipped with sun loungers, a real solarium<br /><br /><b>Other things to note</b><br />Your check-in will be automatically so the apartment will be available from 2:30 pm, and you can arrive at any time you want!<br /><br /><b>Registration Details</b><br />Estctu0000350180001168250000000000000vv-35-2-00057960 Caleta de Fuste, Fuerteventura, Spain: We are a 5 minute walk to the golf course and a 15 minute walk to the sea and a 20 minute walk to the center of Caleta de fuste.<br />From the airport of Fuerteventura we are 10 minutes away by car | Getting around: As in the whole island, it is advisable to have a car available to drive around the island. Checking in and out: Flexible check-in, Checkout before 11:00 AM, Self check-in with keypad | During your stay: 5 guests maximum, No pets, Quiet hours, No parties or events, No smoking | Before you leave: Turn things off, Return keys"
8858219,"Wide apt. in the heart of Copacabana Entire rental unit in Rio, Brazil Our apt has excellent space, and accommodates with great comfort 8 guests, 02 on a sofa bed. It has 3 bedrooms, all with double bed , air conditioning and cabinets. Lounge kitchen full service area. 180 m2. It is in the best spot of Copa. 2 blocks from the beach and subway. Rio, Rio de Janeiro, Brazil: The beach and all the facilities of a complete trade | Getting around: Bus at the gate of the apto and subway 2 blocks Checking in and out: Check-in after 12:00 PM, Checkout before 4:00 PM | During your stay: 6 guests maximum, No pets, No parties or events, Smoking is allowed"
8916304,"Central Suite Milano Door Entire condo in Milan, Italy Welcome to Chiara's apartment, I am and I will be your Host. The apartment is located on the fourth floor (with elevator), in the Fiera Milano and San Siro Stadium area a few steps from City Life famous for its skyscrapers, shopping district, sparkling palace, Artline and flowering gardens.<br /><br />015146-CNI-04264<br /><br /><b>The space</b><br />You will stay in a beautiful apartment, just minutes from the center of Milan in the City Life area, less than ten minutes from the San Siro stadium. Equipped with all the comforts including an orthopedic double bed and soft pillows.<br />The entrance overlooks the living room that becomes a sleeping area with a very comfortable vanishing bed that is easy to open as the opening is automated at the opening. Next door is a large closet with interior lights where you can store your clothes hanging from the hangers that I have available for you, and end up with a series of drawers where you can store additional personal items.<br />You will also find a Smart TV where you can watch your favorite shows or TV series, as well as a DVD player with movies that I put at your complete disposal.<br />Continuing, we can access the kitchen, an environment equipped with all the necessary comforts: four-burner stove, oven, large refrigerator with freezer compartment, complete set of pots, pans, dishes, cutlery and all the various cooking utensils; you will also find a capsule coffee machine, which will be offered personally by me as a welcome kit.<br /><br />In addition you can also find the convenient and useful guide of the house, full of useful information for your stay.<br />The space is very quiet and overlooks the inner courtyard with a beautiful view of the City Life skyscrapers. Double glazing isolates the noise of the city center.<br /><br />The bathroom is complete with all bathrooms including a shower cabin. You'll find plush face towels for both your face and body, as well as a handy sturdy cotton mat, as well as fragrant body soap that I personally provide.<br />Obviously, there is a comfortable hairdryer and a whole series of bespoke compartments so you can store all your personal belongings.<br /><br /><br /><br />I also remind you that smoking is not allowed inside the apartment, you will find on the balcony the ashtray where you can smoke in total tranquility.<br /><br /><b>Guest access</b><br />Parking is free on the road in the tree-lined avenue or under the bridge of Viale Monte Ceneri at the intersection with the building where the apartment is located.<br /><br /><b>Registration Details</b><br />IT015146C26L4TTJQ3 Getting around: FIERA MILANO: with a pleasant walk of about 15 minutes you can reach the fair of Milan where you can also find the famous furniture salon. Passing by the shops of the brand new Portello shopping center where there are supermarkets, restaurants, shops, tobacconists, pharmacy is much more.<br /><br />In front of the entrance of the building is the tram stop n.19, this line ends in front of the sack hospital that thanks to a pedestrian bridge it will be possible to reach the EXPO.<br /><br />The same stop in front of the door of the building (n.14), you can reach Piazza del Duomo in about 15 minutes.<br /><br />If you need a private transfer for transfers to and from any airport, I arrange for you at a low cost the service, to be paid directly to the driver. Checking in and out: Check-in after 3:00 PM, Checkout before 10:00 AM, Self check-in with lockbox | During your stay: 2 guests maximum, Pets allowed, No parties or events, No smoking Cliffno46: Panoramic View • Near Quebec City Tiny home in Lac-Beauport, Canada Perched at one of the highest points of Maelström Mountain at 585 meters above sea level, Cliffno.46 offers you a breathtaking view of the sunsets and mountains of the region. Just 30 minutes from Old Quebec and direct access to the Sentiers du Moulin mountain bike trails. Accommodating up to 4 people, it's the perfect place to gather with family or friends and create unforgettable memories.<br /><br /><b>The space</b><br />* We understand that US guests may be concerned about the current political situation, but rest assured that you are welcome to stay with us. We offer a safe, welcoming and comfortable setting for all our guests, away from political concerns.<br /><br />***<br />Do you know the legend of Cliff? <br /><br />Cliff, a nature-loving man inhabited by adventure, was walking the world in search of the perfect place to settle in. Despite his relentless searches, he had never found it before. <br /><br />One day, during an epic expedition on the majestic slopes of Maelström Mountain, Cliff was captivated by flashes of golden light shimmering on tree leaves. As attracted by a mystical force, he let himself be guided by these gleams until he reached the top of the mountain. It was there in front of him that a striking spectacle was revealed: that of the immensity of the horizon. With a glance taped between heaven and earth, Cliff felt a deep certainty: he had found his haven, his refuge in the heart of nature.<br /><br />Is that legend true? No! But isn't it a little in all of us? That's why the owners wanted to create a place for the Cliff in us, looking for wonder and the perfect place to settle in for a moment. <br /><br />What appeals to us from Cliff no.46?<br />•	Its huge gazebo, part of which is covered, which allows you to enjoy the pleasures of being outside, good weather, bad weather.<br />•	The wood-burning fireplace, located on the gazebo, which allows you to enjoy the dance of flames that mingle with the splendors of the panoramic view.<br />•	Its master bedroom upstairs, with its fully glass wall, which gives the illusion of floating above the horizon.<br />•	Its bike & sleep formula, leave directly from the chalet and connect to the mountain biking and hiking trails of the Sentiers du Moulin<br /><br />Book your stay at Cliff no. 46, where the beauty of nature meets luxury and comfort. <br /><br />This unique place also offers nature lovers the opportunity to practice a multitude of activities including mountain biking, hiking, cross-country skiing, fat-bike and snowshoeing with its direct access to the trails of Haute Maelström and Crete du lynx. You can access the trails directly from the CLIFF (Mandatory passage of the Sentiers du Moulin). Come connect with nature and live the luxury glamping experience in this rustic relay that will charm you and vivify you.<br /><br />INDOOR AMENITIES:<br />+ 4 people ( 2 people and + additional charges will apply per night $)<br />+ Fully equipped kitchen <br />+ Bathroom with shower <br />+ Bedroom 1 (KING bed + TV)<br />+ Bedroom 2 (2 DOUBLE bunk beds)<br />+ Electric oven<br />+ Microwave<br />+ Dining table for 4<br />+ Fridge and freezer <br />+ Electric heating method and heated floor<br />+ Air Conditioning<br />+ Wood stove <br />+ Toaster<br />+ French press style coffee machine (coffee not provided)<br />+ Original Nespresso coffee machine capsules (capsules not provided)<br />+ Free parking on premises (3-4 spaces)<br />+ Drinking water<br />+ Base condiments and base oils; salt, pepper<br />+ TV (Bedroom 1)<br />+ Wi-Fi<br />+ Shampoo, conditioner, and soap<br />+ Bedding and towels included<br />+ First aid kit <br />+ Fire extinguisher<br />+ Smoke detector<br /><br />OUTDOOR AMENITIES:<br />+ Panoramic views of the mountains and the sunset<br />+ Fireplace<br />+ Adirondack Outdoor Table and Chairs<br />+ BBQ grill (summer only)<br />+ Covered summer kitchen <br />+ Outdoor shower<br /><br />*** Note that each wooden pocket is $10 (cash only)<br /><br />IMPORTANT THINGS TO NOTE:<br />+ No washer dryer<br />+ NO dishwasher<br />+ Accessible by a forest road (gravel)<br />+ Note that once in the mountain, the road to access the chalet is a pebble forest path (gravel)<br />+ Full traction required or SEEN from November 1 to April 30 otherwise a shuttle service is available ($)<br />+ Unaccepted pet<br />+ Access from the chalet to snowmobile, mountain biking, fat biking, walking or snowshoeing trails (mandatory pass of the FCMQ or the Moulin Trails)<br />+ Each wooden pocket is $10 (cash only)<br />+ Please note that our location is in the middle of nature, which involves the possibility of mosquitoes, ants, or other small insects.<br /><br />***<br />The cleaning fee includes:<br />- dish soap and hand soap<br />- ground coffee for French press;<br />- Shampoo, conditioner, and body soap<br />- Paper towels<br />- Toiletries;<br />- Bedding, towels and dish linens.<br /><br />***<br />Take a look at our other cottages by going to airbnb.com and copy and paste the following links into your URL bar following the .com:<br /><br />+ /h/mountainlemaelstromlagom<br /><br />+ /h/mountainlemaelstromcache<br /><br />+ /h/mountainlemaelstromelisa<br /><br />+ /h/mountainlemaelstromaura<br /><br />+ /h/mountainlemaelstromrokh<br /><br />+ /h/mountainlemaelstromanthony<br /><br />+ /h/mountainlemaelstromskal88<br /><br />+ /h/mountainlemaelstromgokyo<br /><br />+ /h/mountainlemaelstromkom<br /><br />+ /h/mountainlemaelstrompic<br /><br />+ /h/mountainlemaelstromnanok<br /><br />+ /h/mountainlemaelstromyak<br /><br />+ /h/mountainlemaelstromsous-bois<br /><br />+ /h/mountainlemaelstromnordlys<br /><br />+ /h/mountainlemaelstrombjorn<br /><br /><b>Guest access</b><br />You'll discover a huge playground -> The Mountain. Whether it's for walking, snowshoeing, mountain biking, snowmobiling, cross-country skiing, in short, whatever you want! You can therefore directly from the chalet, bike in/bike out in the mountain biking/snowshoeing or walking trails by simply purchasing your access to the Sentiers du Moulin online. <br /><br />Activities on the mountain<br />+ Access to the Mill Trails *SDM* <br />+ Snowmobile Trail<br />+ Snowshoeing<br />+ Mountain bike<br />+ Fatbike<br />+ Walking <br /><br />Things to do in Lac-Beauport <br />+ Le Relais<br />+ Siberia Spa <br />+ Sugar shack <br />+ Moulin trails <br />+ Marina (paddle board rental)<br />+ Lac-Beauport Outfitter<br /><br />Restaurants in Lac-Beauport<br />+ Archibald Microbrewery<br />+ La Buvette du Moulin (Sentiers du Moulin)<br />+ AT BOUB <br />+ Café Noisette and Pascal Le Boulanger bakery<br />+ L'Ilôt à l 'Entourage-sur-le-Lac<br /><br /><b>Other things to note</b><br />Discover the legendary Mountain Le Maelström, a majestic mountain, with a culminating peak at 585 meters above sea level, which offers a huge 4-season playground of more than 36,000,000 sq. ft. And it's here, just 30 minutes from Quebec City!<br /><br />· To you, passionate about mountain biking and fat biking, you will be delighted by our unique Bike & Sleep concept which gives you direct access to more than 40 mountain bike trails, operated by Les Sentiers du Moulin, from your accommodation.<br /><br />· To you, lovers of the outdoors, our mountain is full of recreational activities: hiking (more than 10km of trail), cross country skiing, snowshoeing, off-piste skiing, snowmobiling… There is something for all tastes and all seasons!<br /><br />· To you, souls in search of healing, you will experience moments of tranquility and contemplation that will reconnect you in the present moment, lulled by the grandiose shows that nature and sky have to offer.<br /><br />· To you, lovers of unusual and original accommodations, you will be amazed by the distinctive elements of each of our accommodations<br /><br />Book your stay today and dive into the Maelström universe, a world secluded in nature, and at altitude, where every moment is an invitation to escape, adventure, and discovery!<br /><br /><b>Registration Details</b><br />Quebec - Registration number<br />304504, expires: 2026-06-30 Getting around: You must have a car otherwise we also offer a shuttle service ($) Checking in and out: Check-in: 4:00 PM - 11:00 PM, Checkout before 11:00 AM, Self check-in with lockbox | During your stay: 4 guests maximum, No pets, Quiet hours, No parties or events, No commercial photography, No smoking | Before you leave: Gather used towels, Throw trash away, Turn things off, Return keys, Lock up, Additional requests"
9292494,"AIRE SOL Entire cottage in Santa Fe de Antioquia, Colombia End of recreation in a hot climate with a swimming pool. Enjoy rest, nature, free space to recreate, mini soccer field, umbrella inside the pool to protect you from the sun,<br /><br /><b>The space</b><br />5000 sq. meter lot with main house and swimming pool. It has 4 bedrooms, three bathrooms, a very well-equipped kitchen, an outdoor barbecue with the necessary implements, and an outdoor shower.<br /><br /><b>Guest access</b><br />The parking is quite spacious and allows parking for more than 6 vehicles. Secure parking inside the property. <br /> It has easy access, and is a few meters from the main road<br /><br /><b>Other things to note</b><br />It is an open space with natural enclosure. A wide entrance door for vehicles, with a lock for greater security and privacy<br /><br /><b>Registration Details</b><br />105921 Santa Fe de Antioquia, Antioquia, Colombia: VIA PUENTE TONUSCO, 1 KILOMETER ON THE MAIN ROAD, TURN LEFT, THERE ARE TWO TIRES, AND DEVIMAR OFFICES. | Getting around: THERE IS EASY ACCESS AND CLOSE TO THE MAIN ROAD. LOCATED 10 MINUTES FROM STA FE DE ANTIOQUIA. RELIABLE MOTORCYCLE TAXI SERVICE.<br />PARKING INSIDE THE PROPERTY. Checking in and out: Check-in: 9:00 AM - 12:00 PM, Checkout before 4:00 PM | During your stay: Pets allowed, No parties or events, Commercial photography allowed, Smoking is allowed"
9420517,"Double wigwam with cliff and bay view Tipi in Impilahti, Russia   Checking in and out: Check-in: 4:00 PM - 1:00 AM, Checkout before 2:00 PM | During your stay: 2 guests maximum, Pets allowed, No smoking"
9513273,"[Gangnam! Seocho] New construction # Full option # Hangang # Restaurant # Breakfast buffet # 6 minutes by subway # 4 minutes by airport bus # Seoul Arts Center Entire rental unit in South Korea Hello.<br />This is Barr Dan Stay, located in a new 18-story building that was newly opened in November 2023.<br /><br />It is a 6-minute walk from Nambu Terminal Station on Subway Line 3 and a 5-minute walk from the airport bus stop.<br />City bus stops, intercity buses, and express bus terminals are also nearby, so it is very convenient to go to central Seoul, the Han River, Gangnam, Apgujeong, Hongik University Entrance, and Itaewon, as well as hot places other than Seoul.<br /><br />There are several convenience stores nearby Daiso and Olive Young.<br /><br /><b>The space</b><br />[Transportation]<br />- Line 3 Nambu Terminal Station 6-minute walk<br />- 4 minutes on foot from the airport bus stop<br />- 4 minutes by subway from Express Terminal Station on Lines 3, 7, and 9<br />- Within 15 minutes without subway transfers such as Apgujeong and Garosu-gil<br /><br />[Amenities and restaurants]<br />- Convenience store right in front of the accommodation entrance (3 or more convenience stores within 100 meters)<br />- Located within 10 minutes on foot from Daiso, Olive Young<br />- Many coffee shops and cafes (Starbucks, bagel restaurants, coffee restaurants, etc.)<br />- Many restaurants, pubs (Michelin Guide Seoul, Blue Ribbon restaurants, etc.)<br />-If you have any questions about during your stay, we'll kindly recommend it if you ask about restaurants and cafes.<br /><br />[Places to explore]<br />-Use of cultural performances such as Seoul Arts Center and National Gugakwon within 10 minutes on foot<br />-15 minutes by car from Banpo Hangang Park<br />-Available without transferring to major tourist attractions such as Gwanghwamun, Jongno, and Gyeongbuk Palace at Nambu Terminal Station on Line 3<br /><br />[accommodations]<br />- The standard number of people is 2 (queen-sized bed), and up to 3 people (sofa bed), and pets are not allowed.<br />-Smart TV with Netflix, Disney Plus, and YouTube.<br />- We provide free Wi-Fi. The password will be provided at check-in.<br />- Disposable bathroom supplies (toothbrush, toothpaste, foam cleansing, etc.) are not provided.<br />- Smoking is not allowed in the building, including the property.<br />- Parking is not available in the building.<br />- If you have any problems with the accommodation (furniture, fixtures breakdown, etc.), please feel free to inform the host of the host!<br /><br /><b>Guest access</b><br />[Guest access/facilities in the house]<br />1. Bedroom and living room, balcony: Queen size bed, sofa bed for 1 person (balcony part), Smart Talk TV (portable), skylife set-top box, free wifi, system air conditioner, wireless vacuum cleaner, coffee pot, steam iron<br /><br />2. Bathroom: shampoo, conditioner, body wash, hand wash, towel, hair dryer<br /><br />3. Kitchen: Mugs, built-in equipment (refrigerator, drum washing machine, induction stove, microwave oven), bowl set (2-4 people), 1 pot, 2 frying pans, cooking utensils, spoons and chopsticks (4 people), knife, scissors, cutting board, kitchen detergent, sponge, dishcloth, etc.<br /><br />[Paid space available in the building]<br />1. Underground parking lot available for a fee (B2 ~ B4)<br />2. Paid Coin Laundry Room - Large washing machine and dryer available<br />3. Breakfast buffet available for a fee<br /><br /><b>Registration Details</b><br />Region of Issuance: 서울특별시, 서초구<br />License Type: 생활숙박업<br />License Number: 110111-8725016 Seoul, South Korea: 6-minute walk from Nambu Terminal Station<br />on Line 3 to Seoul Arts Center, National Gukakwon<br />Many nearby cafes and restaurants<br />Walking distance to Daiso, Olive Young, etc. | Getting around: It's a 5-minute walk from Subway<br />Station Line 3. It's easy to get to the province by walking ticket to Nambu Express Terminal<br />Parking is not possible near the city<br />bus stop. Checking in and out: Check-in after 3:00 PM, Checkout before 11:00 AM, Self check-in with keypad | During your stay: 2 guests maximum, No pets, Quiet hours, No parties or events, No commercial photography, No smoking | Before you leave: Gather used towels, Throw trash away, Turn things off, Additional requests"
9675548,"AQUA 32 Entire villa in Eilat, Israel Sorry I don't rent to young people aged 15,16,17 or 18 <br />Beautiful apartment with a rooftop with amazing views and a private pool  Checking in and out: Check-in: 3:00 PM - 8:00 PM, Checkout before 10:00 AM | During your stay: 8 guests maximum, No pets, Quiet hours, No parties or events, No commercial photography, Smoking is allowed"
