host_id,host_join_year,host_about,num_verified_sources,is_superhost,host_total_listings_count,number_of_reviews,review_scores_rating,host_response_rate,host_acceptance_rate
1336633,2011.0,"Sharing your home and making sure your guests have a good time is personal. 

I like creating comfortable and aesthetic environments; professionally and personally: In my work as a designer and architect I create spaces in which people feel relaxed and welcomed. 

I also develop communities; social and commercial: I advise organisations on collaborative and co-creative interaction processes and develop strategies on how to become productive social communities. ",2,False,1.0,91,4.89,100,57
2144360,2012.0,I provide tech education,3,False,1.0,28,4.82,100,33
2191136,2012.0,,1,False,1.0,138,4.88,100,67
2193861,2012.0,"Hi,

My name is Marco Dekker, born in 1970, married and father of two children. The reason why we also became a member of airb&b is that we will use the money for travelling. Both my wife and I work in education. So we have enough time to do so.",3,False,1.0,43,4.62,,100
2202945,2012.0,"Hi, my name is Heleen and I live  with my partner Karel since 1982 in Amsterdam.
I was educated as teacher French and Dutch but switched to the fashion industry as there was not enough work in teaching at that time. 
I love going to cinema especially documentaries and art house films, and: yoga, meeting family and friends.
Our daughters left home already. We have one cat.",3,True,3.0,583,4.81,100,100
2238440,2012.0,"A beautiful houseboat in the city centre of Amsterdam, very comfortable, containing everything you need for a unique stay in Amsterdam! ",2,True,3.0,323,4.78,100,98
2297302,2012.0,"We are Joes & Milen. We have 2 daughters, they are great. 

Our idea of a great day: coffee, newspapers & a supernice breakfast. Than a foodmarket, a café in the city and strolling around, going to a museum, the botanical gardens and ending the day with friends and a glass of wine. 


We live for a long time now in de city centre of canaldistrict Amsterdam. Everything breathes history. It's so beautifull; even though we live here, we still think that everyday of historic and canal filled Amsterdam. Be welcome in our house.",2,False,1.0,50,4.98,100,100
2395278,2012.0,,2,False,1.0,34,4.88,,
2453971,2012.0,"During the week I work as a freelance Advertising Producer.
I have 2 daughters, who also live in the house (on another floor). 

We love to travel and have seen the most beautiful places in the world together like Thailand, Cuba, The Caribbean, The Philipines, Los Angeles, San Francisco, Las Vegas, New York, Cape Town, Brazil, Hong Kong, Malaysia, Singapore and more. 

We are very happy to welcome you as a guest and show you around in one of the most beautiful cities in the world: Amsterdam!",3,False,2.0,28,4.86,100,
2483843,2012.0,"I am the male half of a couple working in classical music. Traveling a lot, offering our gorgeous apartment when abroad.",2,False,1.0,11,4.82,,
1645998,2012.0,"Hi, I am Djoke Hoogland, living with my family right in the centre of Amsterdam.  I have been an entrepeneur on many different areas, from building websites to being a broker. I like to feel and experience good places. The vibe of Amsterdam is one of them. The simpleness and relaxing atmosphere around Porto-Cristo on the beautifull island of Mallorca is another one.
Thats why we bought our apartment on Mallorca. We were not planning to buy an apartment here, but as we stayed around by coincidence, we fell in love. 
We like you to share this relaxed place and find out to the best spots on this beautifull island. ",2,False,3.0,61,4.74,,0
2501656,2012.0,I really enjoy hosting. For me it's very important that my guests have a stress free Airbnb experience that starts with good communication in advance. I am keen on making my guests feel at home in my apartment and providing them with any directions they need to have an unforgetable stay in Amsterdam!,2,False,1.0,62,4.74,100,0
2536879,2012.0,"My husband and I have travelled extensively all over the world and have tried to learn through our good experiences as well as from our bad ones. We love traveling, nature, beaches, mountains, cities, good food, great wines, dancing, movies, reading, sports, and last but not least playing with our 2 sons.
We are sure you will enjoy staying in our country house in the close vicinity of Amsterdam Centre as much as we enjoy living here. We like to mix intimacy with good service and the freedom to enjoy, what is for us, a wonderful place to be yourself.",2,False,1.0,1,5.0,100,0
2540480,2012.0,"musician.
",2,True,1.0,318,4.9,100,92
2541099,2012.0,"Spontaneous, small, happy, energetic, creative, likes traveling, likes to cook. ",3,False,1.0,102,4.36,100,44
2550339,2012.0,"My name is Aemilia. I have been living in Amsterdam for over 15 years. I know the cool places to go, so be ready for a lot of great local tips:)!

",2,False,4.0,31,4.87,0,5
2569931,2012.0,"I'm a writer and journalist from Amsterdam and live with my husband (writer and musician) and two daughters. We love art, travelling and meeting people from other countries and cultures.",2,False,1.0,29,4.96,,
2594559,2012.0,,2,True,1.0,346,4.87,100,94
2597146,2012.0,"Hi,  I'm Mathilde!

I work from home therapist and hormone yoga teacher. Specialized in hormones, (physical) chronic complaints and anxiety.

Are you interested in discovering your Silent Hands? A cool tool to help you dissolve stress in 1 second by using your unique hand gesture?  Book your discovery session (1,5 hours). 

It is also possible to book a hormone yoga class, or the course in case you stay 3 or more days.",2,True,2.0,73,4.79,90,100
2639261,2012.0,"I'm Vera, 37 years old, live in Amsterdam together with my husband and work as a cultural economist. 
I love the urban creative life, planning to visit many interesting cities to cycle around, to visit markets, galleries and to eat very nice food :-)",3,False,1.0,33,4.91,,
356740,2011.0,If you have any questions about our apartment please send us a request. Looking forward to your response. ,2,False,1.0,57,4.84,,
2699033,2012.0,"I live in Amsterdam with my partner, our son and daughter . 
I travel for work, for pleasure and for family visits.
I like to leave a confurtable place where to stay for guests as I would like to have it, if I would be renting one.",2,False,1.0,62,4.58,,75
618589,2011.0,"My name is Mirjam,I am 47 and make  documentaries, I love traveling so with  my husband  Didi (journalist) and  our four children, Donna, 17, Momo15, Rover 12 and Sigi 10, we traveled al lot and even lived for 6 years in Suriname (South America) and build up a Childrens museum called Villa Zapakara  over there. ",2,False,2.0,162,4.41,40,0
2737834,2012.0,"Hello, you will have the whole apartment for yourself. I will not be present during your stay. However I will provide you with all the necessary information you need to make you stay in Amsterdam comfortable.",2,False,3.0,28,4.62,,0
2797260,2012.0,"Hi. I love my apartment. If you like urban life, you'll enjoy the location. ",2,False,1.0,108,4.82,,
2439449,2012.0,"Hello,

I am Henriette, living in Amsterdam since 1983 on several places.
I was born in Eindhoven, in the South of Holland and studied at the University of Nijmegen and Amsterdam, political science and film-science.

Many years I worked as a film/video/performance programmer in theatres. 
Since 1990 I am working as a TV journalist and now for many years for a current affairs program. 

I love my work. And I really enjoy going to arthouse movies, experimental cinema, music and dance.  
Traveling and seeing other cultures makes me happy, as well as meeting my family, eating with friends and biking with my partner.

I already have a B&B since 1999.  I like it so much : it enriches my life meeting all kinds of different people. 



",2,False,2.0,396,4.88,100,49
2830952,2012.0,"Being married to a Mexican, our family divides their time between Amsterdam, The Netherlands and Oaxaca, Mexico.
I am currently chairing the foundation of Children of Mexico, a Dutch based fundraiser supporting Mexican organisations that help street children through education. Please check our website Children of Mexico www childrenofmexico net
",3,False,4.0,22,4.86,100,100
2831228,2012.0,"Hi! great that you are interested. Our apartment is very suitable (and only available) for families. The house has two childrens rooms, one for our 4 year old, which has a small childrens bed. The other childrens room has a high bed (we have a 7 year old) and also a bed underneath. Just check if you think that will fit. If needed someone can sleep on the sofa in the living room. 
we are really close the station and subway so that will serve you fine. 

if you are all ok, then i will accept you request and then it is booked!

regards veronique",2,False,1.0,40,4.75,,33
2851886,2012.0,"Many guests have asked: ""What was this boat before you reconverted it?"" The answer is simple: it didn't exist. It was custom build. In October 2011 the ""Tasmania"" arrived in Amsterdam. Our dream came true and we would love to share that dream with you. 

We are hard working film and television professionals. Before building this boat we used to travel a lot. Now every day feels like a holiday. When we are at home we'll be happy to welcome you and tell you everything you want to know about Amsterdam and the boat. But most of the time we're out working. It will make your stay more private. We hope the studio apartment appeals to people who like to travel independent, just like us.

Favorite travel destination: Namibia
Favorite movies: De Rouille et d'Os, Heat, Das Weisse Band and many more.
Favorite Filmfestival: International Documentary Festival Amsterdam (IDFA)
Favorite Music Festivals: Amsterdam Dance Event, North Sea Jazz Festival
Favorite books: Story of a Life by Paustovsky, Innumeracy by Paulos
Favorite food: Mediterranean
Favorite drink: wine, wine, wine. Soon finishing studies at the Wineacademy",2,True,1.0,638,4.97,100,99
2865851,2012.0,"Happy-go-lucky 30 something trying to enjoy life to the fullest. You can find me smiling 90 percent of the day, after I had my first shot of caffeine. Working in social media I like to connect to (new) people all the time - online and offline. 

I love to share the beauty of Amsterdam with others, so don't hesitate to ask me anything!",2,False,1.0,12,4.75,100,33
2868026,2012.0,"Hi, I'm from Dublin, Ireland and my husband is from Utrecht. We're a family of four, we have two daughters. We work in digital cultural and social entrepreneurship and the house represents our interests to some extent. As in a lot of the furniture is self built. And there's loads of cool books to read.
We have lived in our house for seven years and are really happy with it. 

Send me a message if you're interested in visiting Amsterdam
All the best, 
Emer",3,False,1.0,20,4.8,,0
2878977,2012.0,"My name is Jess, and this is my gorgeous, comfortable ground floor apartment near the Vondelpark in Amsterdam.
The apartment will give you all the privacy you want. 
I love Amsterdam and I'm happy to give suggestions and recommendations about the best places to go in town to make your visit memorable and unforgettable.

 Hope to welcome you soon!",2,False,1.0,22,5.0,100,100
1759884,2012.0,Welcome to Amsterdam. We are sure you will enjoy your stay in this wonderful city and look forward to hearing from you should you have any questions!,2,False,3.0,377,4.57,100,99
2912339,2012.0,I am American living with my Dutch boyfriend in Holland. we love our home and life in general. who doesnt?! :-) we hope that you would feel at home in our house but treat it as you would your own home. ,3,False,1.0,58,4.88,100,52
2913467,2012.0,I am an architect working and living in Amsterdam.,2,False,1.0,8,4.86,100,67
2914846,2012.0,"I am From Amsterdam (born & raised :))
I love sailing, running, traveling, photography
I work for a mobile marketing agency in the city centre of amsterdam
",2,False,1.0,29,4.93,,
2580855,2012.0,I love travelling and discovering other countries. During my travels I like to stay with local people at local places. That’s why I welcome travellers at my home and town!,2,False,1.0,72,4.8,100,26
3007402,2012.0,"Meet us in Amsterdam, we are happy people.",2,True,1.0,606,4.79,100,97
3015785,2012.0,We are an American couple running a Bed and Breakfast here in Amsterdam for 10 years.,2,True,2.0,982,4.78,100,100
3040748,2012.0,"Living in the countryside, just near Amsterdam is great fun. We live between the meadows in a very quet area and at the same time a great city is at armlength.  
My profession is IT projectmanager, and I am a local historian and a musician, playing the trombone in the local orchestra. Together with my wife Annemieke we run the B&B.",2,False,15.0,415,4.86,96,90
2782084,2012.0,"Native Amsterdam(ned), journalist, globetrotter, (responsible) thrill seeker, Marilyn Monroe fan, movie mad (from Asian art-house to cheesy dance flicks), into soul and (mainly oldskool) hip hop and last but not least: a great host!",3,False,1.0,34,4.97,100,43
2695123,2012.0,"I love Amsterdam, New York, sports, healthy food and my husband :) We're both working in Amsterdam and love to travel. ",2,False,1.0,35,5.0,100,100
3113556,2012.0,We are a family with 2 kids living in one of the liveliest neighbourhoods in Amsterdam. We had our house boat built in 2008/2009. ,2,False,1.0,16,5.0,,100
2531171,2012.0,"We live on boats, love boats, build boats and want to share our boats with you!",2,True,7.0,21,5.0,100,100
3243217,2012.0,"We are a happy busy family, with one cat and two guinea pigs. We love to travel, meet people, play sports, cook, eat- and go out, read books and watch movies, go into town, lie in the park, go to the beach, meet up with friends and connect with eachother.",2,False,1.0,6,5.0,100,46
3278419,2012.0,"Hi,
Welcome on my profile page, I am an easy going guy living in downtown Amsterdam. In the middle of it all, yet in in a quiet street. I love to travel and like to meet new people from all over the world! Airbnb is a great community and I am extremely proud they awarded me with the superhost status. I will do the utmost to make you feel comfortable. Besides giving massage I like food, dance, food, theatre, food, coffee, did I say food?",3,True,3.0,1017,4.89,100,100
3336575,2012.0,"Ik ben manager bij een NGO. Onze kinderen zijn 24, 22 en 19 jaar oud. We hebben vaak ons huis geruild, dus zijn bekend met het concept.",3,False,1.0,42,4.83,,71
1406783,2011.0,"Hi my name is Alicia,  I am a runner, yoga-fan and architect in daily life and I love traveling, seeing new places and meeting new people. ",3,False,3.0,62,4.33,100,0
3375589,2012.0,Yes I accept the guest,2,False,1.0,46,4.98,86,80
2309485,2012.0,"I am an artist, have been living in Amsterdam for 20 years and live with my wife and son in the same building.

I've stayed often in other places via AirBnb and am happy to host my apartment to others too.",3,False,1.0,747,4.7,100,99
3498674,2012.0,"Before my daughter moved out, I've tried to show her as many places as possible in and outside of Europe. Travel broadens ones horizon. 

I'm a sociable guest and host, helpful and respectful.
I've lived in Amsterdam most of my life, so I know my city well. 

I host with pride, respect and tolerance: all guests are welcome in my house, regardless of race, culture, gender, sexual or spiritual preference!",2,True,2.0,432,4.82,100,100
2272095,2012.0,"I am a woman with two children, both are living on their own now. I make documentaries that's why I travel  a lot.
I like to rent a part of my apartment to people who want to enjoy the beautiful city of Amsterdam.",2,False,1.0,97,4.76,100,57
3548522,2012.0,"I am a 50 year landlady, choreographer, wife and mother, busy working in theater and schools, and love to have friends over.",2,False,3.0,11,4.73,100,43
3556421,2012.0,"I'm  a designer of  exhibitions and graphic designer.
 I like my work, and also like visiting cities or nature: hiking and biking, reading and movies, I love all kind of music, from Rock, Blues and Jazz to Bach.  You can talk to me in English, German, French and Dutch.  

I am an active Airbnb host, helping other hosts  to make  homesharing to a positive experience for both guests and  host. I am administrator of the Face Book group Airbnb Hosts Amsterdam  and active member of the Association for hosts: Amsterdam Gastvrij. ",2,True,1.0,766,4.83,100,100
3564543,2012.0,Nette onderwijzer met internationale vrienden is veel op pad. Ik hou van een zeer verzorgde omgeving en dank het lot voor het vinden van mijn huis. Het is hier werkelijk heerlijk wonen.,3,False,1.0,27,4.81,100,20
680246,2011.0,"Hello! We are a family of four, all born and raised in Amsterdam. We are into tennis and soccer, we like dancing and good music and we love to travel and enjoy local food.",2,False,2.0,0,,,
